tree,d_10_1st,d_10_2nd,d_10_3rd,d_10_4th,d_10_5th,d_10_6th,d_10_7th,d_10_8th,d_10_9th,d_10_10th,height,area_m2,sub_plot_area,subplot,subplot_density,rainfall,plot_density,plots,landform
313,4,,,,,,,,,,360,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
314,4,,,,,,,,,,350,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
315,6,,,,,,,,,,510,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
316,5,,,,,,,,,,460,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
317,4,,,,,,,,,,420,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
318,7,,,,,,,,,,560,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
319,9,,,,,,,,,,540,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
320,17,,,,,,,,,,770,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
321,10.3,7.2,,,,,,,,,760,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
322,14.4,,,,,,,,,,670,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
323,10.3,,,,,,,,,,510,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
324,9.7,,,,,,,,,,590,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
325,11.5,,,,,,,,,,590,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
326,2,,,,,,,,,,180,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
327,5,11.5,,,,,,,,,590,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
328,10.7,,,,,,,,,,590,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
329,5,,,,,,,,,,440,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
330,3.5,,,,,,,,,,290,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
331,2,,,,,,,,,,273,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
332,4.5,,,,,,,,,,370,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
333,3.5,,,,,,,,,,335,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
334,4,,,,,,,,,,430,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
335,3.5,,,,,,,,,,410,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
336,10.8,,,,,,,,,,580,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
337,7,,,,,,,,,,430,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
338,4,,,,,,,,,,440,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
339,5,,,,,,,,,,490,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
340,4,,,,,,,,,,360,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
341,3,,,,,,,,,,292,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
342,3.5,,,,,,,,,,292,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
343,3,,,,,,,,,,289,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
344,4,,,,,,,,,,460,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
345,4,,,,,,,,,,440,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
346,5.5,,,,,,,,,,450,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
347,3,,,,,,,,,,440,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
348,5,,,,,,,,,,530,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
349,2,,,,,,,,,,520,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
350,3,,,,,,,,,,326,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
351,3.5,,,,,,,,,,410,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
352,11.5,,,,,,,,,,620,900,150,g4s3,0.286666666,high,0.14333333,g4,shed
353,4,,,,,,,,,,310,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
354,2.5,,,,,,,,,,360,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
355,5,4.5,,,,,,,,,490,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
356,5,,,,,,,,,,490,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
357,2,,,,,,,,,,130,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
358,3.5,,,,,,,,,,120,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
359,2,,,,,,,,,,250,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
360,10.8,,,,,,,,,,160,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
361,4,,,,,,,,,,370,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
362,5.5,,,,,,,,,,440,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
363,3.5,,,,,,,,,,430,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
364,6,,,,,,,,,,364,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
365,3.5,,,,,,,,,,310,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
366,2,,,,,,,,,,120,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
367,4,,,,,,,,,,334,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
368,2.5,,,,,,,,,,279,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
369,2,,,,,,,,,,185,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
370,8,6,,,,,,,,,590,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
371,7.5,11.5,,,,,,,,,630,900,150,g4s4,0.126666667,high,0.14333333,g4,shed
372,2,,,,,,,,,,190,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
373,2,,,,,,,,,,120,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
374,1,,,,,,,,,,80,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
375,1,,,,,,,,,,130,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
376,3,,,,,,,,,,305,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
377,6,,,,,,,,,,490,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
378,1.5,,,,,,,,,,180,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
379,8.5,,,,,,,,,,460,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
380,2,,,,,,,,,,180,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
381,2,,,,,,,,,,245,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
382,6,,,,,,,,,,400,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
383,2,,,,,,,,,,150,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
384,16.5,,,,,,,,,,830,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
385,6,17.6,,,,,,,,,790,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
386,7,3.5,,,,,,,,,460,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
387,6,,,,,,,,,,325,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
388,8,,,,,,,,,,325,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
389,4,4,,,,,,,,,410,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
390,4,,,,,,,,,,250,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
391,17.6,,,,,,,,,,620,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
392,16.5,,,,,,,,,,650,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
393,11.7,,,,,,,,,,520,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
394,18,,,,,,,,,,500,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
395,14,,,,,,,,,,780,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
396,12.3,,,,,,,,,,810,900,300,g4s5,0.083333333,high,0.14333333,g4,shed
397,13.4,21.8,,,,,,,,,1000,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
398,14.1,,,,,,,,,,1000,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
399,12.3,,,,,,,,,,840,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
400,23.3,,,,,,,,,,950,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
401,12.7,,,,,,,,,,520,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
402,18.6,,,,,,,,,,890,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
403,18.7,,,,,,,,,,970,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
404,24.7,,,,,,,,,,1060,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
405,18.7,,,,,,,,,,570,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
406,13.5,11.2,,,,,,,,,1170,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
407,4,,,,,,,,,,250,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
408,3,,,,,,,,,,265,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
409,3,3,,,,,,,,,370,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
410,2.5,,,,,,,,,,250,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
411,4,4,,,,,,,,,350,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
412,8,,,,,,,,,,305,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
413,3,,,,,,,,,,330,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
414,6,,,,,,,,,,340,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
415,3,4,,,,,,,,,360,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
416,3,,,,,,,,,,360,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
417,5,,,,,,,,,,325,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
418,4,2,,,,,,,,,345,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
419,3,,,,,,,,,,385,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
420,4,,,,,,,,,,250,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
421,3,,,,,,,,,,340,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
422,3,,,,,,,,,,340,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
423,3,4,3,,,,,,,,380,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
424,2,5,3,,,,,,,,345,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
425,3.5,,,,,,,,,,345,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
426,13.4,,,,,,,,,,1080,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
427,21.8,,,,,,,,,,1160,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
428,17.6,,,,,,,,,,980,1920,600,g6s1,0.053333333,high,0.06979167,g6,acc
429,2.5,,,,,,,,,,170,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
430,18.4,,,,,,,,,,900,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
431,12.2,,,,,,,,,,910,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
432,17.6,,,,,,,,,,1030,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
433,13.4,,,,,,,,,,880,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
434,16.5,,,,,,,,,,900,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
435,13.7,,,,,,,,,,1090,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
436,2,,,,,,,,,,80,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
437,5,,,,,,,,,,310,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
438,4,2,,,,,,,,,230,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
439,2.5,,,,,,,,,,258,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
440,3,1,1,,,,,,,,225,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
441,2,2,,,,,,,,,215,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
442,2.5,3,,,,,,,,,360,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
443,4,,,,,,,,,,335,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
444,4,3,,,,,,,,,360,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
445,4,2,,,,,,,,,440,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
446,3,2,,,,,,,,,180,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
447,4,5,,,,,,,,,370,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
448,3.5,,,,,,,,,,420,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
449,4,4,,,,,,,,,410,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
450,3.5,2,,,,,,,,,380,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
451,3,,,,,,,,,,360,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
452,4,,,,,,,,,,370,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
453,4,,,,,,,,,,410,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
454,1,,,,,,,,,,50,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
455,1.5,,,,,,,,,,120,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
456,1.5,,,,,,,,,,110,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
457,1,1,2,,,,,,,,160,1920,600,g6s2,0.048333333,high,0.06979167,g6,acc
458,3,,,,,,,,,,355,1920,300,g6s3,0.09,high,0.06979167,g6,acc
459,16,,,,,,,,,,1060,1920,300,g6s3,0.09,high,0.06979167,g6,acc
460,2,2,,,,,,,,,185,1920,300,g6s3,0.09,high,0.06979167,g6,acc
461,2,,,,,,,,,,140,1920,300,g6s3,0.09,high,0.06979167,g6,acc
462,17,,,,,,,,,,1220,1920,300,g6s3,0.09,high,0.06979167,g6,acc
463,20,,,,,,,,,,1000,1920,300,g6s3,0.09,high,0.06979167,g6,acc
464,20.4,,,,,,,,,,1070,1920,300,g6s3,0.09,high,0.06979167,g6,acc
465,17,,,,,,,,,,1100,1920,300,g6s3,0.09,high,0.06979167,g6,acc
466,13,,,,,,,,,,900,1920,300,g6s3,0.09,high,0.06979167,g6,acc
467,16.1,,,,,,,,,,980,1920,300,g6s3,0.09,high,0.06979167,g6,acc
468,14.6,,,,,,,,,,1110,1920,300,g6s3,0.09,high,0.06979167,g6,acc
469,13.9,,,,,,,,,,950,1920,300,g6s3,0.09,high,0.06979167,g6,acc
470,10.6,,,,,,,,,,970,1920,300,g6s3,0.09,high,0.06979167,g6,acc
471,18,,,,,,,,,,1030,1920,300,g6s3,0.09,high,0.06979167,g6,acc
472,16.8,,,,,,,,,,690,1920,300,g6s3,0.09,high,0.06979167,g6,acc
473,20.5,,,,,,,,,,1120,1920,300,g6s3,0.09,high,0.06979167,g6,acc
474,23.5,,,,,,,,,,1200,1920,300,g6s3,0.09,high,0.06979167,g6,acc
475,3.5,,,,,,,,,,380,1920,300,g6s3,0.09,high,0.06979167,g6,acc
476,3.5,,,,,,,,,,440,1920,300,g6s3,0.09,high,0.06979167,g6,acc
477,2,,,,,,,,,,220,1920,300,g6s3,0.09,high,0.06979167,g6,acc
478,2,,,,,,,,,,170,1920,300,g6s3,0.09,high,0.06979167,g6,acc
479,1,,,,,,,,,,140,1920,300,g6s3,0.09,high,0.06979167,g6,acc
480,1.5,,,,,,,,,,80,1920,300,g6s3,0.09,high,0.06979167,g6,acc
481,1,,,,,,,,,,130,1920,300,g6s3,0.09,high,0.06979167,g6,acc
482,2,,,,,,,,,,170,1920,300,g6s3,0.09,high,0.06979167,g6,acc
483,2.5,,,,,,,,,,150,1920,300,g6s3,0.09,high,0.06979167,g6,acc
484,2.5,,,,,,,,,,150,1920,300,g6s3,0.09,high,0.06979167,g6,acc
485,23.5,,,,,,,,,,1080,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
486,12.4,,,,,,,,,,590,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
487,15.5,,,,,,,,,,1260,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
488,7.8,,,,,,,,,,510,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
489,14,,,,,,,,,,1010,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
490,10.5,,,,,,,,,,1420,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
491,11.6,,,,,,,,,,1100,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
492,13.3,,,,,,,,,,1090,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
493,14.1,,,,,,,,,,876,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
494,11.5,,,,,,,,,,540,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
495,14.6,,,,,,,,,,1220,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
496,14.4,,,,,,,,,,1270,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
497,18.4,,,,,,,,,,1230,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
498,19.2,,,,,,,,,,1280,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
499,23.5,,,,,,,,,,1080,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
500,12.4,,,,,,,,,,590,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
501,15.5,,,,,,,,,,1260,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
502,7.8,,,,,,,,,,510,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
503,14,,,,,,,,,,1010,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
504,10.5,,,,,,,,,,1420,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
505,11.6,,,,,,,,,,1100,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
506,13.3,,,,,,,,,,1090,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
507,14.1,,,,,,,,,,876,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
508,13.4,,,,,,,,,,910,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
509,14.1,,,,,,,,,,990,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
510,17,,,,,,,,,,1070,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
511,17.3,,,,,,,,,,1340,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
512,11.5,15,,,,,,,,,1220,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
513,11.8,,,,,,,,,,810,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
514,2,,,,,,,,,,150,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
515,2,,,,,,,,,,180,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
516,1.5,,,,,,,,,,140,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
517,2,,,,,,,,,,170,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
518,2.5,,,,,,,,,,180,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
519,1.5,,,,,,,,,,110,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
520,1.5,,,,,,,,,,90,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
521,1,,,,,,,,,,60,1920,300,g6s4,0.123333333,high,0.06979167,g6,acc
522,19.3,,,,,,,,,,870,1920,120,g6s5,0.075,high,0.06979167,g6,acc
523,11,,,,,,,,,,1270,1920,120,g6s5,0.075,high,0.06979167,g6,acc
524,25,,,,,,,,,,980,1920,120,g6s5,0.075,high,0.06979167,g6,acc
525,9.8,,,,,,,,,,800,1920,120,g6s5,0.075,high,0.06979167,g6,acc
526,18.3,,,,,,,,,,1000,1920,120,g6s5,0.075,high,0.06979167,g6,acc
527,20.3,,,,,,,,,,990,1920,120,g6s5,0.075,high,0.06979167,g6,acc
528,22.4,,,,,,,,,,960,1920,120,g6s5,0.075,high,0.06979167,g6,acc
529,14,,,,,,,,,,860,1920,120,g6s5,0.075,high,0.06979167,g6,acc
530,15.2,10.4,,,,,,,,,1190,1920,120,g6s5,0.075,high,0.06979167,g6,acc
531,22.9,,,,,,,,,,960,750,300,g5s1,0.25,high,0.164,g5,acc
532,7.4,,,,,,,,,,590,750,300,g5s1,0.25,high,0.164,g5,acc
533,14,,,,,,,,,,1090,750,300,g5s1,0.25,high,0.164,g5,acc
534,15,,,,,,,,,,940,750,300,g5s1,0.25,high,0.164,g5,acc
535,11,,,,,,,,,,700,750,300,g5s1,0.25,high,0.164,g5,acc
536,14.3,,,,,,,,,,840,750,300,g5s1,0.25,high,0.164,g5,acc
537,16,,,,,,,,,,1150,750,300,g5s1,0.25,high,0.164,g5,acc
538,9.4,,,,,,,,,,870,750,300,g5s1,0.25,high,0.164,g5,acc
539,22.8,,,,,,,,,,1010,750,300,g5s1,0.25,high,0.164,g5,acc
540,2,,,,,,,,,,160,750,300,g5s1,0.25,high,0.164,g5,acc
541,3,,,,,,,,,,150,750,300,g5s1,0.25,high,0.164,g5,acc
542,4,3,,,,,,,,,360,750,300,g5s1,0.25,high,0.164,g5,acc
543,2,2,2,,,,,,,,190,750,300,g5s1,0.25,high,0.164,g5,acc
544,2,,,,,,,,,,50,750,300,g5s1,0.25,high,0.164,g5,acc
545,2,,,,,,,,,,140,750,300,g5s1,0.25,high,0.164,g5,acc
546,1.5,,,,,,,,,,100,750,300,g5s1,0.25,high,0.164,g5,acc
547,2,,,,,,,,,,100,750,300,g5s1,0.25,high,0.164,g5,acc
548,1,,,,,,,,,,80,750,300,g5s1,0.25,high,0.164,g5,acc
549,3,,,,,,,,,,300,750,300,g5s1,0.25,high,0.164,g5,acc
550,2,3,,,,,,,,,310,750,300,g5s1,0.25,high,0.164,g5,acc
551,1,,,,,,,,,,180,750,300,g5s1,0.25,high,0.164,g5,acc
552,3,,,,,,,,,,350,750,300,g5s1,0.25,high,0.164,g5,acc
553,2,,,,,,,,,,355,750,300,g5s1,0.25,high,0.164,g5,acc
554,2,,,,,,,,,,250,750,300,g5s1,0.25,high,0.164,g5,acc
555,2,2,,,,,,,,,180,750,300,g5s1,0.25,high,0.164,g5,acc
556,4,,,,,,,,,,285,750,300,g5s1,0.25,high,0.164,g5,acc
557,2,,,,,,,,,,160,750,300,g5s1,0.25,high,0.164,g5,acc
558,2,,,,,,,,,,230,750,300,g5s1,0.25,high,0.164,g5,acc
559,4,,,,,,,,,,365,750,300,g5s1,0.25,high,0.164,g5,acc
560,3,,,,,,,,,,305,750,300,g5s1,0.25,high,0.164,g5,acc
561,2,,,,,,,,,,205,750,300,g5s1,0.25,high,0.164,g5,acc
562,3,,,,,,,,,,285,750,300,g5s1,0.25,high,0.164,g5,acc
563,1,,,,,,,,,,130,750,300,g5s1,0.25,high,0.164,g5,acc
564,3,,,,,,,,,,305,750,300,g5s1,0.25,high,0.164,g5,acc
565,2.5,,,,,,,,,,345,750,300,g5s1,0.25,high,0.164,g5,acc
566,2,,,,,,,,,,254,750,300,g5s1,0.25,high,0.164,g5,acc
567,3.5,,,,,,,,,,353,750,300,g5s1,0.25,high,0.164,g5,acc
568,2,,,,,,,,,,160,750,300,g5s1,0.25,high,0.164,g5,acc
569,2,,,,,,,,,,250,750,300,g5s1,0.25,high,0.164,g5,acc
570,2,,,,,,,,,,90,750,300,g5s1,0.25,high,0.164,g5,acc
571,2,,,,,,,,,,180,750,300,g5s1,0.25,high,0.164,g5,acc
572,1,2,,,,,,,,,130,750,300,g5s1,0.25,high,0.164,g5,acc
573,2,1,,,,,,,,,90,750,300,g5s1,0.25,high,0.164,g5,acc
574,2,,,,,,,,,,90,750,300,g5s1,0.25,high,0.164,g5,acc
575,2,,,,,,,,,,138,750,300,g5s1,0.25,high,0.164,g5,acc
576,2,,,,,,,,,,170,750,300,g5s1,0.25,high,0.164,g5,acc
577,5.5,,,,,,,,,,370,750,300,g5s1,0.25,high,0.164,g5,acc
578,2,4,,,,,,,,,360,750,300,g5s1,0.25,high,0.164,g5,acc
579,4.5,4.5,,,,,,,,,400,750,300,g5s1,0.25,high,0.164,g5,acc
580,2,,,,,,,,,,270,750,300,g5s1,0.25,high,0.164,g5,acc
581,4,,,,,,,,,,180,750,300,g5s1,0.25,high,0.164,g5,acc
582,2,4,3,,,,,,,,360,750,300,g5s1,0.25,high,0.164,g5,acc
583,3,,,,,,,,,,335,750,300,g5s1,0.25,high,0.164,g5,acc
584,2,,,,,,,,,,250,750,300,g5s1,0.25,high,0.164,g5,acc
585,4,,,,,,,,,,275,750,300,g5s1,0.25,high,0.164,g5,acc
586,5,,,,,,,,,,380,750,300,g5s1,0.25,high,0.164,g5,acc
587,4,3,,,,,,,,,370,750,300,g5s1,0.25,high,0.164,g5,acc
588,4,3,3,,,,,,,,350,750,300,g5s1,0.25,high,0.164,g5,acc
589,5,,,,,,,,,,490,750,300,g5s1,0.25,high,0.164,g5,acc
590,3,3,,,,,,,,,380,750,300,g5s1,0.25,high,0.164,g5,acc
591,4,3,,,,,,,,,370,750,300,g5s1,0.25,high,0.164,g5,acc
592,4,3,,,,,,,,,350,750,300,g5s1,0.25,high,0.164,g5,acc
593,0.5,,,,,,,,,,30,750,300,g5s1,0.25,high,0.164,g5,acc
594,1,,,,,,,,,,150,750,300,g5s1,0.25,high,0.164,g5,acc
595,4,,,,,,,,,,265,750,300,g5s1,0.25,high,0.164,g5,acc
596,0.3,,,,,,,,,,20,750,300,g5s1,0.25,high,0.164,g5,acc
597,5,5,3,,,,,,,,440,750,300,g5s1,0.25,high,0.164,g5,acc
598,1,,,,,,,,,,80,750,300,g5s1,0.25,high,0.164,g5,acc
599,3,,,,,,,,,,130,750,300,g5s1,0.25,high,0.164,g5,acc
600,3,3,,,,,,,,,255,750,300,g5s1,0.25,high,0.164,g5,acc
601,3,3,3,,,,,,,,280,750,300,g5s1,0.25,high,0.164,g5,acc
602,1,,,,,,,,,,100,750,300,g5s1,0.25,high,0.164,g5,acc
603,0.5,,,,,,,,,,50,750,300,g5s1,0.25,high,0.164,g5,acc
604,18.9,,,,,,,,,,900,750,300,g5s1,0.25,high,0.164,g5,acc
605,16.6,,,,,,,,,,660,750,300,g5s1,0.25,high,0.164,g5,acc
606,11.8,,,,,,,,,,810,750,300,g5s2,0.11,high,0.164,g5,acc
607,12,,,,,,,,,,1170,750,300,g5s2,0.11,high,0.164,g5,acc
608,10.8,,,,,,,,,,850,750,300,g5s2,0.11,high,0.164,g5,acc
609,10.2,,,,,,,,,,800,750,300,g5s2,0.11,high,0.164,g5,acc
610,15.4,,,,,,,,,,860,750,300,g5s2,0.11,high,0.164,g5,acc
611,13.3,,,,,,,,,,710,750,300,g5s2,0.11,high,0.164,g5,acc
612,14.1,,,,,,,,,,630,750,300,g5s2,0.11,high,0.164,g5,acc
613,19.6,,,,,,,,,,660,750,300,g5s2,0.11,high,0.164,g5,acc
614,4,,,,,,,,,,360,750,300,g5s2,0.11,high,0.164,g5,acc
615,2,,,,,,,,,,160,750,300,g5s2,0.11,high,0.164,g5,acc
616,1,1,,,,,,,,,138,750,300,g5s2,0.11,high,0.164,g5,acc
617,2,,,,,,,,,,130,750,300,g5s2,0.11,high,0.164,g5,acc
618,4.5,,,,,,,,,,315,750,300,g5s2,0.11,high,0.164,g5,acc
619,4,2,2,,,,,,,,370,750,300,g5s2,0.11,high,0.164,g5,acc
620,5,5.5,,,,,,,,,510,750,300,g5s2,0.11,high,0.164,g5,acc
621,1.5,,,,,,,,,,50,750,300,g5s2,0.11,high,0.164,g5,acc
622,4,6,,,,,,,,,440,750,300,g5s2,0.11,high,0.164,g5,acc
623,2.5,2,,,,,,,,,370,750,300,g5s2,0.11,high,0.164,g5,acc
624,5,,,,,,,,,,420,750,300,g5s2,0.11,high,0.164,g5,acc
625,1.5,,,,,,,,,,180,750,300,g5s2,0.11,high,0.164,g5,acc
